acc,clustid,clustid_key,genename,key,proteinname,uniprot_link
P63241,2449,2449_1984,EIF5A,1984,"Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (Rev-binding factor) (eIF-4D)
",http://www.uniprot.org/uniprot/P63241
P36969,2450,2450_2879,GPX4,2879,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4)
",http://www.uniprot.org/uniprot/P36969
Q9NS18,2450,2450_51022,GLRX2,51022,"Glutaredoxin-2, mitochondrial
",http://www.uniprot.org/uniprot/Q9NS18
Q8IW45,2450,2450_55739,CARKD,55739,"ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase) (Carbohydrate kinase domain-containing protein)
",http://www.uniprot.org/uniprot/Q8IW45
O14972,2451,2451_10311,DSCR3,10311,"Down syndrome critical region protein 3 (Down syndrome critical region protein A)
",http://www.uniprot.org/uniprot/O14972
Q8N668,2451,2451_150684,COMMD1,150684,"COMM domain-containing protein 1 (Protein Murr1)
",http://www.uniprot.org/uniprot/Q8N668
P43487,2451,2451_5902,RANBP1,5902,"Ran-specific GTPase-activating protein (Ran-binding protein 1) (RanBP1)
",http://www.uniprot.org/uniprot/P43487
Q86VX2,2451,2451_149951,COMMD7,149951,"COMM domain-containing protein 7
",http://www.uniprot.org/uniprot/Q86VX2
Q8TCE6,2451,2451_404636,FAM45A,404636,"Protein FAM45A
",http://www.uniprot.org/uniprot/Q8TCE6
O60826,2451,2451_28952,CCDC22,28952,"Coiled-coil domain-containing protein 22
",http://www.uniprot.org/uniprot/O60826
Q86X83,2451,2451_51122,COMMD2,51122,"COMM domain-containing protein 2
",http://www.uniprot.org/uniprot/Q86X83
Q567U6,2451,2451_54520,CCDC93,54520,"Coiled-coil domain-containing protein 93
",http://www.uniprot.org/uniprot/Q567U6
P20248,2452,2452_890,CCNA2,890,"Cyclin-A2 (Cyclin-A)
",http://www.uniprot.org/uniprot/P20248
P14635,2452,2452_891,CCNB1,891,"G2/mitotic-specific cyclin-B1
",http://www.uniprot.org/uniprot/P14635
P46527,2452,2452_1027,CDKN1B,1027,"Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1)
",http://www.uniprot.org/uniprot/P46527
P61024,2452,2452_1163,CKS1B,1163,"Cyclin-dependent kinases regulatory subunit 1 (CKS-1)
",http://www.uniprot.org/uniprot/P61024
P06493,2452,2452_983,CDK1,983,"Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)
",http://www.uniprot.org/uniprot/P06493
P49918,2452,2452_1028,CDKN1C,1028,"Cyclin-dependent kinase inhibitor 1C (Cyclin-dependent kinase inhibitor p57) (p57Kip2)
",http://www.uniprot.org/uniprot/P49918
Q13309,2452,2452_6502,SKP2,6502,"S-phase kinase-associated protein 2 (Cyclin-A/CDK2-associated protein p45) (F-box protein Skp2) (F-box/LRR-repeat protein 1) (p45skp2)
",http://www.uniprot.org/uniprot/Q13309
P43358,2453,2453_4103,MAGEA4,4103,"Melanoma-associated antigen 4 (Cancer/testis antigen 1.4) (CT1.4) (MAGE-4 antigen) (MAGE-41 antigen) (MAGE-X2 antigen)
",http://www.uniprot.org/uniprot/P43358
P43362,2453,2453_728269,MAGEA9,728269,"Melanoma-associated antigen 9 (Cancer/testis antigen 1.9) (CT1.9) (MAGE-9 antigen)
",http://www.uniprot.org/uniprot/P43362
Q8TC05,2453,2453_56890,MDM1,56890,"Nuclear protein MDM1
",http://www.uniprot.org/uniprot/Q8TC05
A2A368,2453,2453_139604,MAGEB16,139604,"Melanoma-associated antigen B16 (MAGE-B16 antigen)
",http://www.uniprot.org/uniprot/A2A368
Q9BQI3,2454,2454_27102,EIF2AK1,27102,"Eukaryotic translation initiation factor 2-alpha kinase 1 (EC 2.7.11.1) (Heme-controlled repressor) (HCR) (Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase) (Heme-regulated inhibitor) (Hemin-sensitive initiation factor 2-alpha kinase)
",http://www.uniprot.org/uniprot/Q9BQI3
Q14154,2454,2454_9812,KIAA0141,9812,"Death ligand signal enhancer
",http://www.uniprot.org/uniprot/Q14154
P05230,2455,2455_2246,FGF1,2246,"Fibroblast growth factor 1 (FGF-1) (Acidic fibroblast growth factor) (aFGF) (Endothelial cell growth factor) (ECGF) (Heparin-binding growth factor 1) (HBGF-1)
",http://www.uniprot.org/uniprot/P05230
Q63HQ2,2455,2455_133584,EGFLAM,133584,"Pikachurin (Agrin-like protein) (EGF-like, fibronectin type-III and laminin G-like domain-containing protein)
",http://www.uniprot.org/uniprot/Q63HQ2
O00602,2456,2456_2219,FCN1,2219,"Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin)
",http://www.uniprot.org/uniprot/O00602
P18433,2456,2456_5786,PTPRA,5786,"Receptor-type tyrosine-protein phosphatase alpha (Protein-tyrosine phosphatase alpha) (R-PTP-alpha) (EC 3.1.3.48)
",http://www.uniprot.org/uniprot/P18433
Q15485,2456,2456_2220,FCN2,2220,"Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35)
",http://www.uniprot.org/uniprot/Q15485
O75165,2456,2456_23317,DNAJC13,23317,"DnaJ homolog subfamily C member 13 (Required for receptor-mediated endocytosis 8) (RME-8)
",http://www.uniprot.org/uniprot/O75165
Q9NPH6,2457,2457_29989,OBP2B,29989,"Odorant-binding protein 2b (Odorant-binding protein IIb) (OBPIIb)
",http://www.uniprot.org/uniprot/Q9NPH6
Q9NY56,2457,2457_29991,OBP2A,29991,"Odorant-binding protein 2a (Odorant-binding protein IIa) (OBPIIa)
",http://www.uniprot.org/uniprot/Q9NY56
Q9UMZ2,2458,2458_11276,SYNRG,11276,"Synergin gamma (AP1 subunit gamma-binding protein 1) (Gamma-synergin)
",http://www.uniprot.org/uniprot/Q9UMZ2
P58340,2458,2458_4291,MLF1,4291,"Myeloid leukemia factor 1 (Myelodysplasia-myeloid leukemia factor 1)
",http://www.uniprot.org/uniprot/P58340
,2458,2458_55747,,55747,,
Q9HBH9,2459,2459_2872,MKNK2,2872,"MAP kinase-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 2) (MAPK signal-integrating kinase 2) (Mnk2)
",http://www.uniprot.org/uniprot/Q9HBH9
P49137,2459,2459_9261,MAPKAPK2,9261,"MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1)
",http://www.uniprot.org/uniprot/P49137
Q14814,2459,2459_4209,MEF2D,4209,"Myocyte-specific enhancer factor 2D
",http://www.uniprot.org/uniprot/Q14814
Q16539,2459,2459_1432,MAPK14,1432,"Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a)
",http://www.uniprot.org/uniprot/Q16539
Q13409,2460,2460_1781,DYNC1I2,1781,"Cytoplasmic dynein 1 intermediate chain 2 (Cytoplasmic dynein intermediate chain 2) (Dynein intermediate chain 2, cytosolic) (DH IC-2)
",http://www.uniprot.org/uniprot/Q13409
Q9Y6G9,2460,2460_51143,DYNC1LI1,51143,"Cytoplasmic dynein 1 light intermediate chain 1 (LIC1) (Dynein light chain A) (DLC-A) (Dynein light intermediate chain 1, cytosolic)
",http://www.uniprot.org/uniprot/Q9Y6G9
O43237,2460,2460_1783,DYNC1LI2,1783,"Cytoplasmic dynein 1 light intermediate chain 2 (Dynein light intermediate chain 2, cytosolic) (LIC-2) (LIC53/55)
",http://www.uniprot.org/uniprot/O43237
Q14204,2460,2460_1778,DYNC1H1,1778,"Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)
",http://www.uniprot.org/uniprot/Q14204
P63172,2460,2460_6993,DYNLT1,6993,"Dynein light chain Tctex-type 1 (Protein CW-1) (T-complex testis-specific protein 1 homolog)
",http://www.uniprot.org/uniprot/P63172
Q14258,2461,2461_7706,TRIM25,7706,"E3 ubiquitin/ISG15 ligase TRIM25 (EC 6.3.2.n3) (Estrogen-responsive finger protein) (RING finger protein 147) (RING-type E3 ubiquitin transferase) (EC 2.3.2.27) (Tripartite motif-containing protein 25) (Ubiquitin/ISG15-conjugating enzyme TRIM25) (Zinc finger protein 147)
",http://www.uniprot.org/uniprot/Q14258
P56211,2461,2461_10776,ARPP19,10776,"cAMP-regulated phosphoprotein 19 (ARPP-19)
",http://www.uniprot.org/uniprot/P56211
Q9BSL1,2462,2462_10422,UBAC1,10422,"Ubiquitin-associated domain-containing protein 1 (UBA domain-containing protein 1) (E3 ubiquitin-protein ligase subunit KPC2) (Glialblastoma cell differentiation-related protein 1) (Kip1 ubiquitination-promoting complex protein 2)
",http://www.uniprot.org/uniprot/Q9BSL1
Q5XPI4,2462,2462_63891,RNF123,63891,"E3 ubiquitin-protein ligase RNF123 (EC 6.3.2.-) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123)
",http://www.uniprot.org/uniprot/Q5XPI4
Q8TE02,2463,2463_23587,ELP5,23587,"Elongator complex protein 5 (Dermal papilla-derived protein 6) (S-phase 2 protein)
",http://www.uniprot.org/uniprot/Q8TE02
Q96EB1,2463,2463_26610,ELP4,26610,"Elongator complex protein 4 (hELP4) (PAX6 neighbor gene protein)
",http://www.uniprot.org/uniprot/Q96EB1
Q0PNE2,2463,2463_54859,ELP6,54859,"Elongator complex protein 6 (Angiotonin-transactivated protein 1) (Protein TMEM103)
",http://www.uniprot.org/uniprot/Q0PNE2
Q9P0Z9,2463,2463_51268,PIPOX,51268,"Peroxisomal sarcosine oxidase (PSO) (EC 1.5.3.1) (EC 1.5.3.7) (L-pipecolate oxidase) (L-pipecolic acid oxidase)
",http://www.uniprot.org/uniprot/Q9P0Z9
Q8NBP0,2464,2464_79573,TTC13,79573,"Tetratricopeptide repeat protein 13 (TPR repeat protein 13)
",http://www.uniprot.org/uniprot/Q8NBP0
P78536,2464,2464_6868,ADAM17,6868,"Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)
",http://www.uniprot.org/uniprot/P78536
Q8IZ52,2464,2464_79586,CHPF,79586,"Chondroitin sulfate synthase 2 (EC 2.4.1.175) (EC 2.4.1.226) (Chondroitin glucuronyltransferase 2) (Chondroitin-polymerizing factor) (ChPF) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II) (N-acetylgalactosaminyltransferase 2)
",http://www.uniprot.org/uniprot/Q8IZ52
Q86SF2,2464,2464_51809,GALNT7,51809,"N-acetylgalactosaminyltransferase 7 (EC 2.4.1.-) (Polypeptide GalNAc transferase 7) (GalNAc-T7) (pp-GaNTase 7) (Protein-UDP acetylgalactosaminyltransferase 7) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 7)
",http://www.uniprot.org/uniprot/Q86SF2
Q96JA1,2464,2464_26018,LRIG1,26018,"Leucine-rich repeats and immunoglobulin-like domains protein 1 (LIG-1)
",http://www.uniprot.org/uniprot/Q96JA1
Q9NVR5,2465,2465_55172,DNAAF2,55172,"Protein kintoun (Dynein assembly factor 2, axonemal)
",http://www.uniprot.org/uniprot/Q9NVR5
Q9HCM2,2465,2465_91584,PLXNA4,91584,"Plexin-A4
",http://www.uniprot.org/uniprot/Q9HCM2
Q96Q42,2465,2465_57679,ALS2,57679,"Alsin (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 6 protein) (Amyotrophic lateral sclerosis 2 protein)
",http://www.uniprot.org/uniprot/Q96Q42
P42658,2465,2465_1804,DPP6,1804,"Dipeptidyl aminopeptidase-like protein 6 (DPPX) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI)
",http://www.uniprot.org/uniprot/P42658
Q13449,2465,2465_4045,LSAMP,4045,"Limbic system-associated membrane protein (LSAMP) (IgLON family member 3)
",http://www.uniprot.org/uniprot/Q13449
Q9H974,2466,2466_79691,QTRTD1,79691,"Queuine tRNA-ribosyltransferase subunit QTRTD1 (EC 2.4.2.29) (Queuine tRNA-ribosyltransferase domain-containing protein 1)
",http://www.uniprot.org/uniprot/Q9H974
Q9BXR0,2466,2466_81890,QTRT1,81890,"Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)
",http://www.uniprot.org/uniprot/Q9BXR0
E5RG02,2467,2467_100287362,PRSS46,100287362,"Putative serine protease 46 (EC 3.4.21.-)
",http://www.uniprot.org/uniprot/E5RG02
Q9UI38,2467,2467_29122,PRSS50,29122,"Probable threonine protease PRSS50 (EC 3.4.25.-) (Cancer/testis antigen 20) (Serine protease 50) (Testis-specific protease-like protein 50)
",http://www.uniprot.org/uniprot/Q9UI38
Q9Y2M5,2468,2468_27252,KLHL20,27252,"Kelch-like protein 20 (Kelch-like ECT2-interacting protein) (Kelch-like protein X)
",http://www.uniprot.org/uniprot/Q9Y2M5
O75015,2468,2468_2215,FCGR3B,2215,"Low affinity immunoglobulin gamma Fc region receptor III-B (Fc-gamma RIII-beta) (Fc-gamma RIII) (Fc-gamma RIIIb) (FcRIII) (FcRIIIb) (FcR-10) (IgG Fc receptor III-1) (CD antigen CD16b)
",http://www.uniprot.org/uniprot/O75015
O60828,2469,2469_10084,PQBP1,10084,"Polyglutamine-binding protein 1 (PQBP-1) (38 kDa nuclear protein containing a WW domain) (Npw38) (Polyglutamine tract-binding protein 1)
",http://www.uniprot.org/uniprot/O60828
O75554,2469,2469_11193,WBP4,11193,"WW domain-binding protein 4 (WBP-4) (Formin-binding protein 21) (WW domain-containing-binding protein 4)
",http://www.uniprot.org/uniprot/O75554
Q9Y2W2,2469,2469_51729,WBP11,51729,"WW domain-binding protein 11 (WBP-11) (Npw38-binding protein) (NpwBP) (SH3 domain-binding protein SNP70) (Splicing factor that interacts with PQBP-1 and PP1)
",http://www.uniprot.org/uniprot/Q9Y2W2
O94906,2469,2469_24148,PRPF6,24148,"Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)
",http://www.uniprot.org/uniprot/O94906
Q8WWY3,2469,2469_26121,PRPF31,26121,"U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31) (Serologically defined breast cancer antigen NY-BR-99) (U4/U6 snRNP 61 kDa protein) (Protein 61K) (hPrp31)
",http://www.uniprot.org/uniprot/Q8WWY3
Q6ZU64,2470,2470_255101,CCDC108,255101,"Coiled-coil domain-containing protein 108
",http://www.uniprot.org/uniprot/Q6ZU64
Q96EV2,2470,2470_155435,RBM33,155435,"RNA-binding protein 33 (Proline-rich protein 8) (RNA-binding motif protein 33)
",http://www.uniprot.org/uniprot/Q96EV2
Q9BRD0,2471,2471_84811,BUD13,84811,"BUD13 homolog
",http://www.uniprot.org/uniprot/Q9BRD0
Q92917,2471,2471_27238,GPKOW,27238,"G patch domain and KOW motifs-containing protein (G patch domain-containing protein 5) (Protein MOS2 homolog) (Protein T54)
",http://www.uniprot.org/uniprot/Q92917
O43776,2472,2472_4677,NARS,4677,"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)
",http://www.uniprot.org/uniprot/O43776
Q99700,2472,2472_6311,ATXN2,6311,"Ataxin-2 (Spinocerebellar ataxia type 2 protein) (Trinucleotide repeat-containing gene 13 protein)
",http://www.uniprot.org/uniprot/Q99700
Q9Y5A9,2472,2472_51441,YTHDF2,51441,"YTH domain-containing family protein 2 (CLL-associated antigen KW-14) (High-glucose-regulated protein 8) (Renal carcinoma antigen NY-REN-2)
",http://www.uniprot.org/uniprot/Q9Y5A9
P58658,2473,2473_59271,EVA1C,59271,"Protein eva-1 homolog C (Protein FAM176C) (SUE21)
",http://www.uniprot.org/uniprot/P58658
P37287,2473,2473_5277,PIGA,5277,"Phosphatidylinositol N-acetylglucosaminyltransferase subunit A (EC 2.4.1.198) (GlcNAc-PI synthesis protein) (Phosphatidylinositol-glycan biosynthesis class A protein) (PIG-A)
",http://www.uniprot.org/uniprot/P37287
Q9HBU6,2473,2473_55500,ETNK1,55500,"Ethanolamine kinase 1 (EKI 1) (EC 2.7.1.82)
",http://www.uniprot.org/uniprot/Q9HBU6
O00238,2473,2473_658,BMPR1B,658,"Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B) (EC 2.7.11.30) (CD antigen CDw293)
",http://www.uniprot.org/uniprot/O00238
P78318,2474,2474_3476,IGBP1,3476,"Immunoglobulin-binding protein 1 (B-cell signal transduction molecule alpha 4) (Protein alpha-4) (CD79a-binding protein 1) (Protein phosphatase 2/4/6 regulatory subunit) (Renal carcinoma antigen NY-REN-16)
",http://www.uniprot.org/uniprot/P78318
Q16864,2474,2474_9296,ATP6V1F,9296,"V-type proton ATPase subunit F (V-ATPase subunit F) (V-ATPase 14 kDa subunit) (Vacuolar proton pump subunit F)
",http://www.uniprot.org/uniprot/Q16864
P27105,2474,2474_2040,STOM,2040,"Erythrocyte band 7 integral membrane protein (Protein 7.2b) (Stomatin)
",http://www.uniprot.org/uniprot/P27105
Q9Y5K8,2474,2474_51382,ATP6V1D,51382,"V-type proton ATPase subunit D (V-ATPase subunit D) (V-ATPase 28 kDa accessory protein) (Vacuolar proton pump subunit D)
",http://www.uniprot.org/uniprot/Q9Y5K8
P21281,2474,2474_526,ATP6V1B2,526,"V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)
",http://www.uniprot.org/uniprot/P21281
P38606,2474,2474_523,ATP6V1A,523,"V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 3.6.3.14) (V-ATPase 69 kDa subunit) (Vacuolar ATPase isoform VA68) (Vacuolar proton pump subunit alpha)
",http://www.uniprot.org/uniprot/P38606
P36543,2474,2474_529,ATP6V1E1,529,"V-type proton ATPase subunit E 1 (V-ATPase subunit E 1) (V-ATPase 31 kDa subunit) (p31) (Vacuolar proton pump subunit E 1)
",http://www.uniprot.org/uniprot/P36543
Q9UI12,2474,2474_51606,ATP6V1H,51606,"V-type proton ATPase subunit H (V-ATPase subunit H) (Nef-binding protein 1) (NBP1) (Protein VMA13 homolog) (V-ATPase 50/57 kDa subunits) (Vacuolar proton pump subunit H) (Vacuolar proton pump subunit SFD)
",http://www.uniprot.org/uniprot/Q9UI12
Q9BZW8,2475,2475_51744,CD244,51744,"Natural killer cell receptor 2B4 (NK cell activation-inducing ligand) (NAIL) (NK cell type I receptor protein 2B4) (NKR2B4) (h2B4) (SLAM family member 4) (SLAMF4) (Signaling lymphocytic activation molecule 4) (CD antigen CD244)
",http://www.uniprot.org/uniprot/Q9BZW8
Q9Y6A1,2475,2475_10585,POMT1,10585,"Protein O-mannosyl-transferase 1 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 1)
",http://www.uniprot.org/uniprot/Q9Y6A1
Q9UKY4,2475,2475_29954,POMT2,29954,"Protein O-mannosyl-transferase 2 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 2)
",http://www.uniprot.org/uniprot/Q9UKY4
Q6P996,2475,2475_23042,PDXDC1,23042,"Pyridoxal-dependent decarboxylase domain-containing protein 1 (EC 4.1.1.-)
",http://www.uniprot.org/uniprot/Q6P996
Q8TD19,2476,2476_91754,NEK9,91754,"Serine/threonine-protein kinase Nek9 (EC 2.7.11.1) (Nercc1 kinase) (Never in mitosis A-related kinase 9) (NimA-related protein kinase 9) (NimA-related kinase 8) (Nek8)
",http://www.uniprot.org/uniprot/Q8TD19
Q32P44,2476,2476_256364,EML3,256364,"Echinoderm microtubule-associated protein-like 3 (EMAP-3)
",http://www.uniprot.org/uniprot/Q32P44
P47755,2477,2477_830,CAPZA2,830,"F-actin-capping protein subunit alpha-2 (CapZ alpha-2)
",http://www.uniprot.org/uniprot/P47755
Q6F5E8,2477,2477_146206,RLTPR,146206,"F-actin-uncapping protein RLTPR (Capping protein, Arp2/3 and myosin-I linker protein 2) (CARMIL2) (Leucine-rich repeat-containing protein 16C) (RGD, leucine-rich repeat, tropomodulin and proline-rich-containing protein)
",http://www.uniprot.org/uniprot/Q6F5E8
,2477,2477_653440,,653440,,
,2477,2477_374666,,374666,,
Q9H6J7,2478,2478_79096,C11orf49,79096,"UPF0705 protein C11orf49
",http://www.uniprot.org/uniprot/Q9H6J7
Q8IUZ0,2478,2478_54839,LRRC49,54839,"Leucine-rich repeat-containing protein 49 (Tubulin polyglutamylase complex subunit 4) (PGs4)
",http://www.uniprot.org/uniprot/Q8IUZ0
Q9BSH3,2478,2478_84276,NICN1,84276,"Nicolin-1 (NPCEDRG) (Tubulin polyglutamylase complex subunit 5) (PGs5)
",http://www.uniprot.org/uniprot/Q9BSH3
P29033,2479,2479_2706,GJB2,2706,"Gap junction beta-2 protein (Connexin-26) (Cx26)
",http://www.uniprot.org/uniprot/P29033
P02786,2479,2479_7037,TFRC,7037,"Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (T9) (p90) (CD antigen CD71) [Cleaved into: Transferrin receptor protein 1, serum form (sTfR)]
",http://www.uniprot.org/uniprot/P02786
O60568,2480,2480_8985,PLOD3,8985,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3)
",http://www.uniprot.org/uniprot/O60568
Q8IYK4,2480,2480_23127,COLGALT2,23127,"Procollagen galactosyltransferase 2 (EC 2.4.1.50) (Collagen beta(1-O)galactosyltransferase 2) (Glycosyltransferase 25 family member 2) (Hydroxylysine galactosyltransferase 2)
",http://www.uniprot.org/uniprot/Q8IYK4
O00469,2480,2480_5352,PLOD2,5352,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 (EC 1.14.11.4) (Lysyl hydroxylase 2) (LH2)
",http://www.uniprot.org/uniprot/O00469
Q8NBJ5,2480,2480_79709,COLGALT1,79709,"Procollagen galactosyltransferase 1 (EC 2.4.1.50) (Collagen beta(1-O)galactosyltransferase 1) (Glycosyltransferase 25 family member 1) (Hydroxylysine galactosyltransferase 1)
",http://www.uniprot.org/uniprot/Q8NBJ5
Q9NYY8,2481,2481_22868,FASTKD2,22868,"FAST kinase domain-containing protein 2
",http://www.uniprot.org/uniprot/Q9NYY8
Q6P087,2481,2481_285367,RPUSD3,285367,"RNA pseudouridylate synthase domain-containing protein 3
",http://www.uniprot.org/uniprot/Q6P087
Q96I51,2481,2481_81554,WBSCR16,81554,"Williams-Beuren syndrome chromosomal region 16 protein (RCC1-like G exchanging factor-like protein)
",http://www.uniprot.org/uniprot/Q96I51
Q9Y6M1,2481,2481_10644,IGF2BP2,10644,"Insulin-like growth factor 2 mRNA-binding protein 2 (IGF2 mRNA-binding protein 2) (IMP-2) (Hepatocellular carcinoma autoantigen p62) (IGF-II mRNA-binding protein 2) (VICKZ family member 2)
",http://www.uniprot.org/uniprot/Q9Y6M1
Q96E29,2481,2481_51001,MTERF3,51001,"Transcription termination factor 3, mitochondrial (Mitochondrial transcription termination factor 3) (mTERF3) (mTERF domain-containing protein 1, mitochondrial)
",http://www.uniprot.org/uniprot/Q96E29
Q8IVS2,2481,2481_27349,MCAT,27349,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial (MCT) (EC 2.3.1.39) (Mitochondrial malonyl CoA:ACP acyltransferase) (Mitochondrial malonyltransferase) ([Acyl-carrier-protein] malonyltransferase)
",http://www.uniprot.org/uniprot/Q8IVS2
Q96MU7,2481,2481_91746,YTHDC1,91746,"YTH domain-containing protein 1 (Putative splicing factor YT521) (YT521-B)
",http://www.uniprot.org/uniprot/Q96MU7
O75127,2481,2481_26024,PTCD1,26024,"Pentatricopeptide repeat-containing protein 1, mitochondrial
",http://www.uniprot.org/uniprot/O75127
Q9NPE2,2481,2481_51335,NGRN,51335,"Neugrin (Mesenchymal stem cell protein DSC92) (Neurite outgrowth-associated protein) (Spinal cord-derived protein FI58G)
",http://www.uniprot.org/uniprot/Q9NPE2
Q9Y2Z4,2481,2481_51067,YARS2,51067,"Tyrosine--tRNA ligase, mitochondrial (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)
",http://www.uniprot.org/uniprot/Q9Y2Z4
Q9UKM9,2481,2481_22913,RALY,22913,"RNA-binding protein Raly (Autoantigen p542) (Heterogeneous nuclear ribonucleoprotein C-like 2) (hnRNP core protein C-like 2) (hnRNP associated with lethal yellow protein homolog)
",http://www.uniprot.org/uniprot/Q9UKM9
P54840,2482,2482_2998,GYS2,2998,"Glycogen [starch] synthase, liver (EC 2.4.1.11)
",http://www.uniprot.org/uniprot/P54840
Q86XI6,2482,2482_79660,PPP1R3B,79660,"Protein phosphatase 1 regulatory subunit 3B (Hepatic glycogen-targeting protein phosphatase 1 regulatory subunit GL) (Protein phosphatase 1 regulatory subunit 4) (PP1 subunit R4) (Protein phosphatase 1 subunit GL) (PTG)
",http://www.uniprot.org/uniprot/Q86XI6
O95685,2482,2482_5509,PPP1R3D,5509,"Protein phosphatase 1 regulatory subunit 3D (Protein phosphatase 1 regulatory subunit 6) (PP1 subunit R6) (Protein phosphatase 1-binding subunit R6)
",http://www.uniprot.org/uniprot/O95685
Q96EV8,2483,2483_84062,DTNBP1,84062,"Dysbindin (Biogenesis of lysosome-related organelles complex 1 subunit 8) (BLOC-1 subunit 8) (Dysbindin-1) (Dystrobrevin-binding protein 1) (Hermansky-Pudlak syndrome 7 protein) (HPS7 protein)
",http://www.uniprot.org/uniprot/Q96EV8
Q13753,2483,2483_3918,LAMC2,3918,"Laminin subunit gamma-2 (Cell-scattering factor 140 kDa subunit) (CSF 140 kDa subunit) (Epiligrin subunit gamma) (Kalinin subunit gamma) (Kalinin/nicein/epiligrin 100 kDa subunit) (Ladsin 140 kDa subunit) (Laminin B2t chain) (Laminin-5 subunit gamma) (Large adhesive scatter factor 140 kDa subunit) (Nicein subunit gamma)
",http://www.uniprot.org/uniprot/Q13753
Q9NX95,2483,2483_55638,SYBU,55638,"Syntabulin (Golgi-localized syntaphilin-related protein) (Syntaxin-1-binding protein)
",http://www.uniprot.org/uniprot/Q9NX95
Q9NUP1,2483,2483_55330,BLOC1S4,55330,"Biogenesis of lysosome-related organelles complex 1 subunit 4 (BLOC-1 subunit 4) (Protein cappuccino homolog)
",http://www.uniprot.org/uniprot/Q9NUP1
P53041,2484,2484_5536,PPP5C,5536,"Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PP-T) (PPT)
",http://www.uniprot.org/uniprot/P53041
